Date,rstar,g,z,output gap,real rate gap,,,All results are output from the Stage 3 model.,,,,,,,,,,,,,,,Standard Errors,Date,y*,r*,g
1991-01-01,2.93975831228177,2.80978359165691,-0.255064467821796,-2.6598513477694,-0.0364419198735031,,,,,,,,,,,,,,,,,,,1991-01-01,1.64268478325409,1.03610538360296,0.406142799944565
1991-04-01,2.96882272704684,2.8758217332581,-0.301087743001845,-2.93466492551147,-0.339317931457056,,,,,,,,,,,,,,,,,,,1991-04-01,1.6400266572003,1.03634404698735,0.406536223221652
1991-07-01,2.93130401260386,2.78944270874656,-0.240390468123782,-2.69220743104938,-0.424891953806878,,,,,,,,,,,,,,,,,,,1991-07-01,1.65397670379488,1.0369703429574,0.406717008840627
1991-10-01,2.78124066555664,2.68379093397357,-0.27032403086827,-2.68322021136896,-1.10803273750067,,,,,,,,,,,,,,,,,,,1991-10-01,1.68346862530274,1.03800627787873,0.406600075687758
1992-01-01,2.86168988489469,2.74799976464408,-0.262882510599667,-2.40266266593142,-1.90998468407501,,,,,,,,,,,,,,,,,,,1992-01-01,1.68244518448568,1.03883093585253,0.406692871629299
1992-04-01,2.83775760793623,2.74268513028623,-0.280771861346722,-2.0246228196977,-2.08709446466436,,,,,,,,,,,,,,,,,,,1992-04-01,1.68812315664159,1.03976085979353,0.406752576463586
1992-07-01,2.74478808155846,2.71726107617536,-0.344833343888949,-1.7498298494379,-2.23033392108797,,,,,,,,,,,,,,,,,,,1992-07-01,1.69648371912265,1.04093644362393,0.406583890607066
1992-10-01,2.7755610960752,2.68916639210365,-0.282115685329661,-1.16086841429706,-2.43643518433316,,,,,,,,,,,,,,,,,,,1992-10-01,1.69767077767478,1.0424389675371,0.406045172038388
1993-01-01,2.53806366213689,2.50085297476481,-0.305494139678323,-0.969504811631509,-2.11914545858936,,,,,,,,,,,,,,,,,,,1993-01-01,1.73817233790812,1.04496177151892,0.404717076094317
1993-04-01,2.51106339755637,2.43918365346472,-0.262374216672852,-0.689064897204048,-2.18657044932228,,,,,,,,,,,,,,,,,,,1993-04-01,1.75963094087227,1.04806656322832,0.403096435593337
1993-07-01,2.34307040753308,2.37389397006605,-0.35613054005491,-0.74465174032639,-1.92246036757099,,,,,,,,,,,,,,,,,,,1993-07-01,1.78882818150675,1.05182892866907,0.401457682187431
1993-10-01,2.43553055577224,2.48483216564304,-0.389811022526721,-0.488232052951389,-1.87073481312945,,,,,,,,,,,,,,,,,,,1993-10-01,1.75967083284211,1.05542358150477,0.400205701630728
1994-01-01,2.37769527857046,2.48160881510279,-0.443981236780307,-0.234214150632056,-1.34871091138967,,,,,,,,,,,,,,,,,,,1994-01-01,1.7544682775868,1.05934855349625,0.399188857929027
1994-04-01,2.55708171534815,2.55216553647646,-0.344820274093699,0.402067588006389,-0.67481489105548,,,,,,,,,,,,,,,,,,,1994-04-01,1.7222436211868,1.06318836415301,0.398430474838245
1994-07-01,2.44148745623891,2.4892867512011,-0.388919142533183,0.51071207901532,0.0150822520350506,,,,,,,,,,,,,,,,,,,1994-07-01,1.73004923059597,1.06777758729767,0.39788232942221
1994-10-01,2.5333378502163,2.58775492034777,-0.409030520572325,0.60155408140065,0.655581689845487,,,,,,,,,,,,,,,,,,,1994-10-01,1.69400579129225,1.07231202370919,0.397608570713444
1995-01-01,2.44164357888111,2.51819169965316,-0.421628963035706,0.558709621895218,1.36527147247567,,,,,,,,,,,,,,,,,,,1995-01-01,1.69929361416051,1.07784805795306,0.397676954405759
1995-04-01,2.41895168916904,2.48194635188396,-0.403108617375042,0.40477179368861,1.69610012079596,,,,,,,,,,,,,,,,,,,1995-04-01,1.7043851723303,1.08413092282919,0.39823748894334
1995-07-01,2.4907688395019,2.5865993920218,-0.450285654933465,0.130150327642696,1.46532515116785,,,,,,,,,,,,,,,,,,,1995-07-01,1.67099808371366,1.09021342795011,0.399158891728725
1995-10-01,2.53530524999035,2.62060486157854,-0.444414659500675,0.0374427511720796,1.34240780219209,,,,,,,,,,,,,,,,,,,1995-10-01,1.65253892899061,1.09640044471475,0.400415379368299
1996-01-01,2.5371945672284,2.67573571706601,-0.505211064223902,-0.203242745632565,1.09447258425821,,,,,,,,,,,,,,,,,,,1996-01-01,1.63459638769164,1.10241625494329,0.401900666742332
1996-04-01,2.82427241555759,2.88830158301612,-0.459828082654676,0.0305814666047581,0.792494908763684,,,,,,,,,,,,,,,,,,,1996-04-01,1.57607028132492,1.10690417647189,0.403066712291622
1996-07-01,2.82899526158492,2.89956593853717,-0.467913205087509,0.141953059980892,0.877292290017199,,,,,,,,,,,,,,,,,,,1996-07-01,1.56165899676737,1.11155985238438,0.404327192702525
1996-10-01,2.95953731578747,2.95409119342713,-0.399368283664383,0.364329887011081,0.650406875074845,,,,,,,,,,,,,,,,,,,1996-10-01,1.54530967416633,1.11603037285904,0.40561382810842
1997-01-01,2.87457097593622,2.94924947786572,-0.478829422611078,0.139086194678043,0.734483947594566,,,,,,,,,,,,,,,,,,,1997-01-01,1.54425967833364,1.12078723054087,0.407094998498464
1997-04-01,3.16351756400899,3.14217265915726,-0.409243277894314,0.421186997027348,0.66098997640304,,,,,,,,,,,,,,,,,,,1997-04-01,1.51438300967305,1.12385976887656,0.407992823091003
1997-07-01,3.12235719057779,3.23539545832493,-0.556401253165824,0.235745624099764,0.933577336814767,,,,,,,,,,,,,,,,,,,1997-07-01,1.50319311068093,1.12642063553236,0.408652417884853
1997-10-01,3.12233776878475,3.23632294130658,-0.55747525573395,0.276310895737311,1.15687478815305,,,,,,,,,,,,,,,,,,,1997-10-01,1.49932298619129,1.1290848431472,0.409365801453572
1998-01-01,3.16509656604578,3.29311577682993,-0.579291910196481,0.197236562373746,1.22768097564771,,,,,,,,,,,,,,,,,,,1998-01-01,1.49467389469079,1.13130384988821,0.409934476098
1998-04-01,3.20496415857104,3.33036891663898,-0.581782448043158,0.144209838182178,1.37905150499826,,,,,,,,,,,,,,,,,,,1998-04-01,1.49254685776628,1.13299215102638,0.410288773832652
1998-07-01,3.35814921391067,3.43039240029099,-0.542327612022058,0.236572708399194,1.14060731326011,,,,,,,,,,,,,,,,,,,1998-07-01,1.49278040117009,1.13333353919924,0.41005584606407
1998-10-01,3.54281381088716,3.59057426610782,-0.539795431004815,0.356410939073839,0.235726227056561,,,,,,,,,,,,,,,,,,,1998-10-01,1.50405479367732,1.13193461221702,0.409054549513904
1999-01-01,3.49979339569325,3.58920312306222,-0.581256808324822,0.326219019596465,0.185260430639871,,,,,,,,,,,,,,,,,,,1999-01-01,1.50837631141198,1.13033894441875,0.407954125423654
1999-04-01,3.51669499916806,3.57324801241751,-0.546213682813163,0.388579694202122,0.143979257088418,,,,,,,,,,,,,,,,,,,1999-04-01,1.50917797592618,1.12845280963119,0.406779819618277
1999-07-01,3.64565782474975,3.66619388920231,-0.522933588581501,0.48710820902852,0.371130626970033,,,,,,,,,,,,,,,,,,,1999-07-01,1.52282971911349,1.12529181794751,0.40517668260576
1999-10-01,3.86920058892807,3.79344611228262,-0.444081078244426,0.845841518202292,0.222983577764058,,,,,,,,,,,,,,,,,,,1999-10-01,1.55223649838216,1.12079127109385,0.403218716854597
2000-01-01,3.74239684903738,3.65203720930471,-0.410097921277745,0.881100854764441,0.474878385767173,,,,,,,,,,,,,,,,,,,2000-01-01,1.54001143219043,1.11696643787153,0.401679115976106
2000-04-01,3.93981939197116,3.88011262459738,-0.472005148267241,0.75947235281501,0.919011990762383,,,,,,,,,,,,,,,,,,,2000-04-01,1.58714444137169,1.11164091528158,0.400010586734491
2000-07-01,3.75180290479532,3.68992278362222,-0.443769096174251,0.690245416524249,1.26084683047628,,,,,,,,,,,,,,,,,,,2000-07-01,1.56477807512911,1.10767667968127,0.399054523185372
2000-10-01,3.75431976222851,3.68455676432085,-0.435150886041361,0.397484015155669,1.1820041622657,,,,,,,,,,,,,,,,,,,2000-10-01,1.56637357854766,1.10403688194969,0.398527751849448
2001-01-01,3.58643728217397,3.47577772473963,-0.365644254122019,0.102305648143215,0.281318980058127,,,,,,,,,,,,,,,,,,,2001-01-01,1.53655951101259,1.10167046251395,0.398479057356439
2001-04-01,3.52535254485159,3.52156063419385,-0.478785769944388,-0.537089521824555,-1.04189620198819,,,,,,,,,,,,,,,,,,,2001-04-01,1.54271777429107,1.0994524347264,0.398692759192943
2001-07-01,3.15485938214321,3.29485532144355,-0.591507017514616,-1.13508942940268,-1.32518923474324,,,,,,,,,,,,,,,,,,,2001-07-01,1.51310897145028,1.09860837070462,0.399123942787734
2001-10-01,3.12830795346836,3.20134747135804,-0.51173673142867,-1.16614956320961,-2.7051495656141,,,,,,,,,,,,,,,,,,,2001-10-01,1.50364361367814,1.09824975877912,0.399625532217542
2002-01-01,3.0504831059946,3.20057537077272,-0.588683673377672,-1.28098579486084,-2.70107724080347,,,,,,,,,,,,,,,,,,,2002-01-01,1.50410804371237,1.09813877705787,0.400172922853181
2002-04-01,3.04280838436949,3.08100076266678,-0.460397859453649,-0.759673469573613,-2.84853206745501,,,,,,,,,,,,,,,,,,,2002-04-01,1.4982200828471,1.09869757045331,0.400627129758389
2002-07-01,2.90485946573286,2.94306276940826,-0.441506427675882,-0.549375269159555,-2.9874077952958,,,,,,,,,,,,,,,,,,,2002-07-01,1.49043079538214,1.10006790271836,0.400844497320876
2002-10-01,2.62826578719674,2.7826259703391,-0.535677822177379,-0.69701224046787,-2.89552587871138,,,,,,,,,,,,,,,,,,,2002-10-01,1.4873573547831,1.10230291573618,0.40080312752034
2003-01-01,2.50200288895646,2.71301148493645,-0.582786601769536,-0.690229538006747,-2.97128955107592,,,,,,,,,,,,,,,,,,,2003-01-01,1.49068598035372,1.10496018786614,0.400672656534713
2003-04-01,2.49908678181223,2.69762893541985,-0.568212209019887,-0.391641123957243,-2.80040749776718,,,,,,,,,,,,,,,,,,,2003-04-01,1.49004631182081,1.1076880436813,0.400581904089161
2003-07-01,2.68867031530383,2.81500412860442,-0.512088398945631,0.228612450219089,-3.15145354081484,,,,,,,,,,,,,,,,,,,2003-07-01,1.48593016258041,1.11000232403043,0.400556766323157
2003-10-01,2.68152379958084,2.79819155233892,-0.5001184240589,0.760529028121482,-3.25633031202228,,,,,,,,,,,,,,,,,,,2003-10-01,1.48581137926733,1.11248883667562,0.400530885613751
2004-01-01,2.59815749823444,2.6801973334629,-0.449321148002053,1.19022933239705,-3.40635704586933,,,,,,,,,,,,,,,,,,,2004-01-01,1.48390643857909,1.11550915665521,0.400481154410593
2004-04-01,2.57999491505962,2.64752175381852,-0.430330447731515,1.45946769291265,-3.57201809225353,,,,,,,,,,,,,,,,,,,2004-04-01,1.48395561617311,1.1187481787414,0.400434026033602
2004-07-01,2.48151595294356,2.66689857765621,-0.550841540146335,1.43642331787737,-2.94253466827518,,,,,,,,,,,,,,,,,,,2004-07-01,1.48381831890159,1.12201912853298,0.400399374580306
2004-10-01,2.55030605146038,2.67229921790487,-0.488192159564088,1.88050589012778,-2.56969698071109,,,,,,,,,,,,,,,,,,,2004-10-01,1.48522222613285,1.12522824985348,0.400363836014209
2005-01-01,2.67198841019903,2.69976412947618,-0.397738371382291,2.37537632845942,-2.31472268000623,,,,,,,,,,,,,,,,,,,2005-01-01,1.4910830404958,1.12831267872763,0.400318033607017
2005-04-01,2.486905806373,2.63805961537592,-0.512660772170588,2.21754385463271,-1.55950860281407,,,,,,,,,,,,,,,,,,,2005-04-01,1.48992929696608,1.1316209025171,0.400296790725682
2005-07-01,2.43780376946741,2.67345903658416,-0.602013196192962,2.03715105825711,-1.0021660092028,,,,,,,,,,,,,,,,,,,2005-07-01,1.49411475529493,1.13475331843057,0.400249328743232
2005-10-01,2.50099786034333,2.63914666682881,-0.499804733940106,2.25778881324868,-0.641289867505482,,,,,,,,,,,,,,,,,,,2005-10-01,1.49656276204971,1.13771359531045,0.400144598987205
2006-01-01,2.65369450696564,2.80153133567882,-0.531745167811126,2.23995496585997,-0.1602718634444,,,,,,,,,,,,,,,,,,,2006-01-01,1.52272787846628,1.14004160273355,0.399964359712876
2006-04-01,2.63081997088394,2.69215225678535,-0.430251843694193,2.40149759075746,0.0446680953360921,,,,,,,,,,,,,,,,,,,2006-04-01,1.52029427825363,1.14249362382771,0.399831080483999
2006-07-01,2.45484662859374,2.65359761617529,-0.562387203420363,1.78826169054423,0.434410165614611,,,,,,,,,,,,,,,,,,,2006-07-01,1.51596949449326,1.1449140339419,0.399704275907971
2006-10-01,2.48684652773588,2.76471144785935,-0.656727639421083,1.35482947607261,0.637298248466332,,,,,,,,,,,,,,,,,,,2006-10-01,1.53466638779564,1.14696463919506,0.399691118355571
2007-01-01,2.5086697995203,2.70437884957322,-0.566304081137836,1.35992729313477,0.519416150686728,,,,,,,,,,,,,,,,,,,2007-01-01,1.53488832492268,1.14900100008525,0.399912930874237
2007-04-01,2.43442663344213,2.76807394580818,-0.712970812161209,0.800958447333414,0.962484771566598,,,,,,,,,,,,,,,,,,,2007-04-01,1.54828089468088,1.15105647045988,0.400634469557114
2007-07-01,2.46306846215312,2.78465750361197,-0.703185072013062,0.662090043074841,0.794779024658518,,,,,,,,,,,,,,,,,,,2007-07-01,1.56420325239428,1.1534297081037,0.402164701240119
2007-10-01,2.57376614634586,2.78661210625931,-0.594709839785065,0.76454091946357,-0.19088691632126,,,,,,,,,,,,,,,,,,,2007-10-01,1.5835853407715,1.15646647034466,0.404761616782249
2008-01-01,2.27094876541623,2.60128587061356,-0.686804771786619,0.220496010542092,-1.117305082694,,,,,,,,,,,,,,,,,,,2008-01-01,1.5567033656128,1.16020043214567,0.407945631215115
2008-04-01,2.25431646929241,2.64219833074891,-0.749955974212907,-0.135658567722544,-2.24374660432304,,,,,,,,,,,,,,,,,,,2008-04-01,1.57774991200151,1.16484814710292,0.412028037074747
2008-07-01,1.96460895083992,2.38789552832865,-0.75051226100868,-0.32471692136744,-2.1237352714513,,,,,,,,,,,,,,,,,,,2008-07-01,1.5432986438081,1.16976413943327,0.415481434362514
2008-10-01,0.994489766420985,1.88582352085431,-1.14975791214406,-1.88272941931552,-1.85540958726258,,,,,,,,,,,,,,,,,,,2008-10-01,1.48798850864271,1.17374282726388,0.416312449070762
2009-01-01,0.644144858414019,1.6363252668072,-1.21641452899842,-2.66665395294683,-1.30676069452526,,,,,,,,,,,,,,,,,,,2009-01-01,1.51130901268938,1.17727738740912,0.415582067593011
2009-04-01,0.70970419964131,1.52393682765243,-1.02306557909874,-2.4497052929122,-1.34717555244013,,,,,,,,,,,,,,,,,,,2009-04-01,1.53644854598911,1.18080736357681,0.414462719887806
2009-07-01,0.720148601699,1.49291456565234,-0.97734777391401,-2.26385898480942,-1.22528670855556,,,,,,,,,,,,,,,,,,,2009-07-01,1.54844571002759,1.18446768581067,0.413515509961058
2009-10-01,1.01610878300335,1.54652393599501,-0.742343332441845,-1.35683050515661,-2.2595286613708,,,,,,,,,,,,,,,,,,,2009-10-01,1.54080006424006,1.18846691652193,0.413142935233743
2010-01-01,0.867172978920559,1.49151607748672,-0.828733266455198,-1.18581077919146,-2.43993677427155,,,,,,,,,,,,,,,,,,,2010-01-01,1.55425516792104,1.19247812311789,0.412816783633462
2010-04-01,0.875461000947961,1.54004752250357,-0.875627204544434,-0.872164775694273,-2.26512611059515,,,,,,,,,,,,,,,,,,,2010-04-01,1.55505763684753,1.19672430676235,0.412791093877512
2010-07-01,0.781707749074436,1.5383467464246,-0.967446614190009,-0.647754294280617,-1.97879097687711,,,,,,,,,,,,,,,,,,,2010-07-01,1.5611590985771,1.2010562332426,0.412814798596334
2010-10-01,0.762300416204214,1.47906211659693,-0.919445237561807,-0.193277604899208,-1.65199675137683,,,,,,,,,,,,,,,,,,,2010-10-01,1.57474354138253,1.20539640468468,0.412626159361423
2011-01-01,0.614492292996467,1.2902847524157,-0.852606857300416,0.0604619647579057,-1.63181200588622,,,,,,,,,,,,,,,,,,,2011-01-01,1.61713830584487,1.20960809058611,0.411924569082272
2011-04-01,0.789340688047237,1.33354595033565,-0.726947966031936,0.4723709963273,-2.18536399933733,,,,,,,,,,,,,,,,,,,2011-04-01,1.6185117477738,1.21409074661084,0.411427252126687
2011-07-01,0.620253962020621,1.22040869851886,-0.767393657049357,0.471757798328667,-2.32717806883973,,,,,,,,,,,,,,,,,,,2011-07-01,1.65205568147841,1.21857923879665,0.41086328574299
2011-10-01,0.742981458147644,1.36815328080452,-0.81265694801522,0.618246845503904,-2.50148393675846,,,,,,,,,,,,,,,,,,,2011-10-01,1.62765505462219,1.22335113496754,0.410820390146605
2012-01-01,0.880078542517637,1.37467554489325,-0.682975907339975,1.30124738286816,-2.79827520338625,,,,,,,,,,,,,,,,,,,2012-01-01,1.62083535638669,1.22820752369389,0.410937723819563
2012-04-01,0.737956486880364,1.34923617574177,-0.796172505401815,1.30646634924528,-2.43433663678525,,,,,,,,,,,,,,,,,,,2012-04-01,1.63074376479272,1.23313227394575,0.410962973368211
2012-07-01,0.561045512704869,1.28745930284043,-0.902841002037478,1.19287606490286,-2.10185873400199,,,,,,,,,,,,,,,,,,,2012-07-01,1.6529560029323,1.23816055847005,0.410835555625189
2012-10-01,0.518466222607426,1.21667952446697,-0.864941194388863,1.3282757594643,-2.12757935967682,,,,,,,,,,,,,,,,,,,2012-10-01,1.67737064934153,1.24337551211942,0.410711050336761
2013-01-01,0.609911037941136,1.32165613209934,-0.892858474569471,1.42426867794507,-2.00730192317932,,,,,,,,,,,,,,,,,,,2013-01-01,1.66329270381442,1.24875815103328,0.410820061185779
2013-04-01,0.454690475163317,1.25107106843233,-0.967821337071709,1.37458316751486,-1.77139632443549,,,,,,,,,,,,,,,,,,,2013-04-01,1.68356849434017,1.25427001711352,0.411008680534667
2013-07-01,0.573564388393902,1.33076807895217,-0.939565728208397,1.58810401897199,-2.02230331124209,,,,,,,,,,,,,,,,,,,2013-07-01,1.67230782805108,1.25992135224763,0.411422470673296
2013-10-01,0.662650260012922,1.36631685279206,-0.890900062901947,1.91263906064751,-2.15455568837928,,,,,,,,,,,,,,,,,,,2013-10-01,1.66852349953251,1.26564929825835,0.411943520047124
2014-01-01,0.382756189075789,1.20603113931873,-0.988543639441473,1.67362697033525,-1.83358383803517,,,,,,,,,,,,,,,,,,,2014-01-01,1.71580251390523,1.27168746547297,0.41262671904046
2014-04-01,0.691531299882861,1.40633422249665,-0.907520180029173,2.00707451722303,-2.30929427608881,,,,,,,,,,,,,,,,,,,2014-04-01,1.68576181834874,1.27767818320146,0.413561318764668
2014-07-01,0.775499931645858,1.52963961823506,-0.963754120586863,2.22634032735868,-2.39465692725599,,,,,,,,,,,,,,,,,,,2014-07-01,1.66863532472714,1.28351043759007,0.414607071514207
2014-10-01,0.648273488367376,1.50053070167288,-1.05788270180468,2.23550110820258,-2.05684547827859,,,,,,,,,,,,,,,,,,,2014-10-01,1.67951946759038,1.28945625844541,0.415792733405698
2015-01-01,0.646088346226158,1.5798232183946,-1.15022622463631,2.1906782356275,-1.89529510214988,,,,,,,,,,,,,,,,,,,2015-01-01,1.67780684106524,1.29543622386304,0.417093628271504
2015-04-01,0.723309984609723,1.57949962044894,-1.07263664400572,2.51619306725809,-1.89392390359013,,,,,,,,,,,,,,,,,,,2015-04-01,1.68240992160393,1.3015326462032,0.418511431180962
2015-07-01,0.627081119284588,1.56308272009871,-1.15019891615501,2.36797514111231,-1.70001387681849,,,,,,,,,,,,,,,,,,,2015-07-01,1.69334264767312,1.30785142533879,0.420083445257439
2015-10-01,0.508084315779275,1.52703536829401,-1.2282086126639,2.12359846484173,-1.48644874908429,,,,,,,,,,,,,,,,,,,2015-10-01,1.70872891757613,1.31446172305088,0.421882930676765
2016-01-01,0.642428239083471,1.57146241819132,-1.14437980785003,2.30658429601021,-1.63915813863924,,,,,,,,,,,,,,,,,,,2016-01-01,1.71142741405926,1.32118076833323,0.423859863496083
2016-04-01,0.675896112963766,1.54245745715715,-1.07793227300113,2.45034327825158,-1.77362021500491,,,,,,,,,,,,,,,,,,,2016-04-01,1.72343273422887,1.32815810934437,0.426107533871154
2016-07-01,0.714571601671098,1.59677241421406,-1.10101480103965,2.40844124458954,-1.95204472196925,,,,,,,,,,,,,,,,,,,2016-07-01,1.72908280035706,1.33528960452314,0.42859370988929
2016-10-01,0.672631156526022,1.61944539099513,-1.16873521832493,2.29286314953845,-2.00276554430967,,,,,,,,,,,,,,,,,,,2016-10-01,1.73939377434026,1.3426635174464,0.431388471949114
2017-01-01,0.685813833083061,1.61464186682228,-1.15009076581554,2.36945644698108,-1.81553279353576,,,,,,,,,,,,,,,,,,,2017-01-01,1.75403683651954,1.35035486254927,0.434568472856136
2017-04-01,0.645170076234126,1.64192033250548,-1.22175109768817,2.23105413666974,-1.3635604821983,,,,,,,,,,,,,,,,,,,2017-04-01,1.76797146097128,1.35830123652443,0.438164139808839
2017-07-01,0.683356383799772,1.7337641280987,-1.28799441639113,2.16316270720802,-1.04195590672771,,,,,,,,,,,,,,,,,,,2017-07-01,1.77492744622937,1.36626361657024,0.442096273227602
2017-10-01,0.867450134383215,1.8288520401768,-1.21201896663401,2.49389738749346,-1.30066936097503,,,,,,,,,,,,,,,,,,,2017-10-01,1.78211314150823,1.37413898320436,0.446332810956464
2018-01-01,0.981350161951418,1.84932443945659,-1.12139677717998,2.81062579572836,-1.34293683989716,,,,,,,,,,,,,,,,,,,2018-01-01,1.79634320949585,1.3821780732292,0.451044264557411
2018-04-01,1.00839681540917,1.9019503994558,-1.15418769140164,2.7767163777703,-1.24346895460907,,,,,,,,,,,,,,,,,,,2018-04-01,1.8133004923364,1.39040046977926,0.456269043788499
2018-07-01,0.960042117245761,1.97454304090947,-1.28508277640221,2.49786661900077,-1.03969984586821,,,,,,,,,,,,,,,,,,,2018-07-01,1.83262296763162,1.39880827813781,0.462060861448215
2018-10-01,0.888145450267432,1.91745333987797,-1.29206644513174,2.39784467065692,-0.629621159829151,,,,,,,,,,,,,,,,,,,2018-10-01,1.85296460055227,1.40775352037755,0.468694970815453
2019-01-01,0.867399169329122,1.97451593846933,-1.37769490789107,2.0800875219303,-0.135730586786002,,,,,,,,,,,,,,,,,,,2019-01-01,1.87412040842444,1.4169186798551,0.476070099980048
2019-04-01,0.984778383177413,2.02885073697024,-1.32209627120839,2.14409886727606,-0.221551263951313,,,,,,,,,,,,,,,,,,,2019-04-01,1.89584602725465,1.42620282728475,0.48421632121513
2019-07-01,1.04857347671297,2.13602630023222,-1.38016356308804,1.99603567011627,-0.547311971275189,,,,,,,,,,,,,,,,,,,2019-07-01,1.91936622736741,1.43552132737292,0.493170352009933
2019-10-01,0.963855263135287,2.13730740229725,-1.46633843477744,1.74302993729327,-0.872801300015417,,,,,,,,,,,,,,,,,,,2019-10-01,1.93253840618002,1.44515353268597,0.50318034631235
2020-01-01,0.959746391682448,2.09341958175056,-1.42054531047944,1.72542023641346,-1.36262991852985,,,,,,,,,,,,,,,,,,,2020-01-01,2.05002646903609,1.45363999823459,0.511217405468976
2020-04-01,0.920958414448412,2.06618091898669,-1.42836197000916,-3.00596376312257,-1.78468831712518,,,,,,,,,,,,,,,,,,,2020-04-01,2.1245237613058,1.46251595394242,0.519359033883086
2020-07-01,0.97940976391582,2.10900594033847,-1.41860417622317,3.43223410236538,-2.18706185700797,,,,,,,,,,,,,,,,,,,2020-07-01,2.19506420838628,1.47076897798015,0.526945334601318
2020-10-01,0.962347049333014,2.096454093936,-1.42139499992511,4.07089920383569,-2.25177411077934,,,,,,,,,,,,,,,,,,,2020-10-01,2.24019214657866,1.4797512545819,0.535419342855908
2021-01-01,1.1059642659777,2.15732536536859,-1.34699056009504,4.89751564957982,-2.74048758701889,,,,,,,,,,,,,,,,,,,2021-01-01,2.30245537192963,1.48854968086884,0.544382454958493
2021-04-01,1.20026646123218,2.11115239950079,-1.20018807847779,5.60263224069489,-4.55140442839232,,,,,,,,,,,,,,,,,,,2021-04-01,2.32628635039369,1.49795195385627,0.55458213056226
2021-07-01,1.12607985984997,2.07196556442409,-1.22981786994947,5.38380450199178,-4.85000953539081,,,,,,,,,,,,,,,,,,,2021-07-01,2.37443916695556,1.50789279656109,0.565690295686581
2021-10-01,1.32250690713262,2.23447172070997,-1.21816603864814,5.84821181262701,-5.85589394623258,,,,,,,,,,,,,,,,,,,2021-10-01,2.47993766154083,1.51704925584209,0.576954735797315
2022-01-01,0.963402174888002,1.91522787891839,-1.21427929311776,5.58114419224092,-6.03119612873416,,,,,,,,,,,,,,,,,,,2022-01-01,2.52759170274686,1.52638313547525,0.588404025177504
2022-04-01,0.666278026763365,1.72894685438697,-1.29959536376584,4.47932086577046,-4.74361461098106,,,,,,,,,,,,,,,,,,,2022-04-01,2.57891841280808,1.5361800301135,0.600370652672369
2022-07-01,0.785471998077661,1.85092985983613,-1.31910036049721,4.16435699056365,-3.37008810730025,,,,,,,,,,,,,,,,,,,2022-07-01,2.67468922603631,1.54615500114477,0.61290356301574
2022-10-01,0.717092543885359,1.82586630377199,-1.35898166981392,4.01878805639363,-1.6712651089527,,,,,,,,,,,,,,,,,,,2022-10-01,2.7268187092967,1.55700625278369,0.6273644747249
2023-01-01,0.682927573819563,1.80132609122055,-1.36524355498709,3.9090127977713,-0.544432598603843,,,,,,,,,,,,,,,,,,,2023-01-01,2.74842448433909,1.56910208356761,0.644299357944367
2023-04-01,0.568820001895809,1.8667237136346,-1.55371052400939,3.03135286251494,0.273117396896621,,,,,,,,,,,,,,,,,,,2023-04-01,2.74569249569975,1.56910208356761,0.644299357944367
